"person_id","family_id","community_id","county_id","province_id","cesd8","income_satis","income_rel","status_rel","age","gender","ethnicity_han","hukou_rural","urban","party_member","retired","pension","num_children_u16","family_size","edu_last_raw","edu_update","wordlist_raw","mathlist_raw","employ_status","smoke_age","handedness","interview_year","interview_month"
370115104,108244,795788,66,37,1,3,3,3,41,"female",1,1,1,0,0,0,4,5,4,4,6,2,"out_of_labor_force",0,"right",2022,7
370115108,108244,795788,66,37,1,4,3,3,45,"male",1,1,1,0,0,0,4,5,4,4,4,4,"employed",1,"right",2022,7
370320102,108598,907451,3523,37,11,4,3,3,56,"male",1,1,1,0,0,0,0,2,5,6,7,3,"employed",1,"right",2022,7
108998551,108998,924875,104,41,18,4,3,3,32,"female",1,1,1,0,0,0,8,7,4,4,2,2,"unemployed",0,"right",2022,11
410568103,108998,924875,104,41,10,5,5,5,54,"female",1,1,1,0,0,1,8,7,0,3,2,2,"employed",0,"right",2022,11
410568107,108998,924875,104,41,11,3,3,3,30,"male",1,1,1,0,0,0,8,7,3,3,4,2,"employed",1,"right",2022,11
410735103,109121,187684,191,12,13,4,2,2,46,"male",1,1,1,0,0,0,4,2,4,4,1,1,"employed",1,"right",2022,8
410735105,109121,187684,191,12,14,1,2,2,46,"female",1,1,1,0,0,0,4,2,3,3,3,1,"employed",0,"right",2022,8
410134101,109216,780177,1589,41,9,3,3,3,60,"female",1,1,0,0,0,0,5,6,0,0,5,1,"unemployed",0,"right",2022,9
410134104,109216,780177,1589,41,2,4,3,3,35,"male",1,1,0,0,0,0,5,6,5,5,8,4,"employed",1,"right",2022,8
410134431,109216,780177,1589,41,9,2,2,3,35,"female",1,1,0,0,0,0,5,6,5,5,1,1,"employed",0,"right",2022,9
410969104,109336,931512,5410,41,4,5,5,3,36,"female",1,1,0,0,0,0,2,3,4,4,6,2,"employed",0,"right",2022,9
411059103,109418,771106,1731,41,0,5,5,3,34,"female",NA,NA,1,0,0,0,2,4,4,4,4,1,"employed",0,"right",2022,8
410426105,109508,997461,8199,65,9,2,3,3,32,"female",1,1,1,0,0,0,1,4,4,5,4,4,"out_of_labor_force",0,"1",2022,8
411172101,109514,212200,113,41,4,2,2,3,49,"female",1,1,0,0,0,0,0,3,3,3,1,1,"employed",0,"1",2022,7
411172102,109514,212200,113,41,17,2,3,3,49,"male",1,1,0,0,0,0,0,3,3,3,6,2,"employed",1,"right",2022,7
109531601,109531,905487,103,41,7,1,3,3,27,"male",1,1,1,0,0,0,4,7,4,4,1,1,"employed",1,"right",2022,8
410447104,109531,905487,103,41,11,2,1,1,25,"female",1,1,1,1,0,0,4,7,4,4,1,1,"employed",0,"right",2022,7
109606501,109606,907828,1643,41,3,3,3,3,34,"male",1,1,1,1,0,0,7,4,6,6,1,1,"employed",1,"right",2022,10
410518103,109606,907828,1643,41,2,2,4,3,35,"female",1,1,1,0,0,0,7,4,6,6,3,3,"employed",0,"right",2022,10
110009105,110009,118300,45,11,8,4,1,1,38,"male",1,1,1,0,0,0,0,5,7,7,7,3,"out_of_labor_force",0,"right",2022,12
110026101,110026,118300,45,11,0,5,4,4,45,"female",1,1,1,0,0,0,0,4,6,6,8,4,"employed",0,"right",2022,6
110026102,110026,118300,45,11,0,4,3,3,49,"male",1,1,1,0,0,0,0,4,7,7,1,1,"employed",0,"right",2022,6
110047101,110047,800431,178,11,1,2,5,3,66,"male",1,1,1,1,1,0,0,3,6,6,3,3,"employed",1,"right",2022,8
110052104,110052,118200,45,11,9,4,2,2,36,"male",1,1,1,0,0,0,2,7,6,5,4,4,"unemployed",1,"right",2022,6
110052431,110052,118200,45,11,4,4,3,3,34,"female",1,1,1,0,0,0,2,7,6,6,5,2,"employed",0,"right",2022,7
110060102,110060,384084,169,11,8,2,1,1,72,"female",1,1,1,0,1,0,1,4,5,5,5,1,"out_of_labor_force",0,"right",2022,6
110060103,110060,384084,169,11,7,2,3,3,42,"female",1,1,1,0,0,0,1,4,6,6,6,2,"employed",0,"right",2022,6
110067101,110067,615985,170,11,12,3,3,2,36,"female",1,1,1,0,0,0,0,1,7,7,4,4,"employed",1,"right",2022,7
110069103,110069,118200,45,11,3,4,3,2,43,"male",1,1,1,0,0,0,0,3,7,7,1,1,"employed",0,"right",2022,6
110077101,110077,797300,170,11,4,3,1,3,55,"male",1,1,1,0,0,0,0,3,4,4,6,2,"out_of_labor_force",1,"right",2022,7
110077102,110077,797300,170,11,8,3,3,4,52,"female",1,1,1,0,0,0,0,3,5,5,6,2,"employed",0,"right",2022,7
110077103,110077,797300,170,11,2,4,2,3,27,"male",1,1,1,0,0,0,0,3,5,7,7,3,"employed",0,"right",2022,7
110078101,110078,118200,45,11,4,3,2,3,53,"male",1,1,1,1,0,0,0,3,4,4,6,2,"employed",0,"right",2022,8
110079101,110079,798372,169,11,5,5,5,1,54,"male",1,1,1,0,0,0,0,3,3,3,5,1,"employed",1,"right",2022,7
110083103,110083,118200,45,11,6,1,1,3,44,"male",1,1,1,0,0,0,1,5,5,5,7,3,"out_of_labor_force",0,"right",2022,7
110092103,110092,796274,169,11,0,4,3,3,63,"male",1,1,1,0,1,0,0,2,5,5,8,4,"out_of_labor_force",1,"right",2022,7
410935103,110106,576550,175,11,11,3,3,3,46,"male",1,1,1,0,0,0,1,2,3,3,8,1,"employed",0,"right",2022,8
410935104,110106,576550,175,11,1,5,4,4,45,"female",1,1,1,0,0,0,1,2,0,0,1,1,"employed",0,"1",2022,8
110108102,110108,118400,45,11,3,3,4,4,64,"male",1,1,1,0,1,0,1,5,4,4,1,1,"out_of_labor_force",1,"right",2022,7
110108103,110108,118400,45,11,4,2,1,1,39,"male",1,1,1,0,0,0,1,5,6,6,2,2,"employed",0,"right",2022,7
110108104,110108,118400,45,11,7,3,3,3,38,"female",1,1,1,0,0,0,1,5,6,6,3,3,"employed",0,"right",2022,7
110114103,110114,118400,45,11,2,2,2,1,26,"female",1,1,1,1,0,0,0,3,6,6,7,3,"employed",0,"right",2022,7
110124101,110124,118400,45,11,2,4,4,4,42,"male",1,1,1,0,0,0,1,3,7,7,6,2,"employed",1,"right",2022,7
110124102,110124,118400,45,11,8,4,3,2,38,"female",1,1,1,0,0,0,1,3,7,7,7,3,"employed",0,"right",2022,7
110165101,110165,118100,45,11,3,5,3,2,50,"female",1,1,1,0,1,0,0,3,5,5,4,4,"employed",0,"right",2022,7
110165102,110165,118100,45,11,0,4,3,3,52,"male",1,1,1,0,0,0,0,3,7,7,5,1,"employed",1,"right",2022,7
110165103,110165,118100,45,11,0,4,3,3,23,"female",1,1,1,0,0,0,0,3,5,7,6,2,"employed",0,"right",2022,7
411004101,110210,912342,5410,41,8,3,3,3,74,"male",1,1,0,0,0,1,0,6,0,0,3,3,"out_of_labor_force",1,"right",2022,8
411004102,110210,912342,5410,41,5,5,5,5,76,"female",1,1,0,0,0,1,0,6,0,10,4,4,"employed",1,"right",2022,8
411004103,110210,912342,5410,41,5,4,2,2,46,"male",1,1,0,0,0,0,0,6,4,4,4,4,"employed",0,"1",2022,8
411004104,110210,912342,5410,41,9,3,2,2,50,"female",1,1,0,0,0,0,0,6,0,10,5,1,"employed",1,"1",2022,8
411004106,110210,912342,5410,41,2,5,2,1,24,"male",1,1,0,0,0,0,0,6,3,6,7,3,"employed",0,"right",2022,8
1102871551,1102871,938488,2006,44,1,4,3,3,39,"male",1,1,1,0,0,0,2,4,5,5,1,1,"employed",0,"right",2022,5
411110104,110324,651878,127,44,6,4,3,3,38,"male",1,1,1,0,0,0,2,1,4,4,6,2,"employed",0,"right",2022,8
411124103,110339,912779,1584,41,4,5,2,2,36,"male",1,1,1,0,0,0,1,3,6,6,7,3,"employed",1,"right",2022,8
411314103,110494,582073,107,41,5,4,3,3,28,"female",1,1,0,0,0,0,3,4,5,6,2,2,"employed",0,"right",2022,9
411337103,110519,910735,1732,41,10,4,3,3,32,"female",1,1,0,1,0,0,2,4,4,4,1,1,"employed",0,"right",2022,9
411542101,110682,951909,8486,44,2,5,3,3,43,"male",1,1,1,0,0,0,1,3,3,3,7,3,"employed",1,"right",2022,8
411542104,110682,951909,8486,44,7,3,2,1,44,"female",1,1,1,0,0,0,1,3,3,3,2,2,"employed",0,"1",2022,8
430390101,110689,337263,32,43,4,2,2,3,38,"female",1,1,1,0,0,0,2,4,5,5,5,1,"employed",0,"right",2022,6
430390104,110689,337263,32,43,4,3,3,3,41,"male",1,1,1,1,0,0,2,4,7,7,8,4,"employed",1,"right",2022,6
110717501,110717,228049,102,41,3,4,3,3,43,"male",1,1,1,0,0,0,4,4,4,4,1,1,"employed",1,"right",2022,8
411572105,110717,228049,102,41,9,2,2,3,41,"female",1,1,1,0,0,0,4,4,5,5,6,1,"employed",0,"right",2022,7
110722551,110722,789873,102,41,12,2,2,1,31,"male",1,1,0,0,0,0,1,3,5,4,4,1,"unemployed",1,"1",2022,7
411578103,110722,789873,102,41,5,2,1,1,29,"female",1,1,0,0,0,0,1,3,4,4,6,2,"employed",0,"right",2022,7
411588103,110730,659021,2017,44,6,4,3,3,41,"male",1,1,1,0,0,0,2,4,5,5,4,4,"employed",0,"right",2022,9
411588105,110730,659021,2017,44,8,4,3,4,38,"female",1,1,1,0,0,0,2,4,5,5,4,4,"employed",0,"right",2022,9
110754501,110754,669008,108,41,1,4,4,3,31,"male",1,1,1,0,0,0,2,5,4,4,1,1,"employed",0,"right",2022,8
411608104,110754,669008,108,41,10,2,2,4,29,"female",1,1,1,0,0,0,2,5,4,4,8,4,"employed",0,"right",2022,8
411744103,110900,210200,108,41,2,4,3,3,38,"male",1,1,0,0,0,0,2,6,3,3,1,1,"employed",0,"1",2022,8
411744104,110900,210200,108,41,6,3,3,3,41,"female",1,1,0,0,0,0,2,6,4,4,2,2,"employed",0,"right",2022,8
411745104,110901,210200,108,41,1,4,2,3,50,"female",1,1,0,0,0,0,4,6,3,3,5,1,"employed",0,"right",2022,8
411880103,111013,751306,108,41,7,4,4,4,34,"male",1,1,1,1,0,0,1,1,6,7,6,2,"employed",1,"right",2022,9
1110921551,1110921,771228,2007,44,4,4,3,3,36,"male",NA,NA,1,0,0,0,1,4,7,7,3,1,"employed",0,"right",2022,8
440300104,1110921,771228,2007,44,5,2,2,2,33,"female",1,1,1,0,0,0,1,4,6,6,4,2,"employed",0,"right",2022,8
420310105,111203,529606,92,31,2,4,3,2,33,"female",1,1,1,1,0,0,2,2,7,7,6,2,"employed",0,"right",2022,7
440512107,111272,708488,2082,44,8,2,1,2,28,"female",1,1,1,0,0,0,2,4,3,3,8,4,"employed",0,"right",2022,8
440519105,111278,935546,2006,44,4,3,3,3,30,"male",1,1,1,0,0,0,1,1,7,7,7,3,"employed",0,"right",2022,8
111308551,111308,582437,125,44,8,2,2,2,44,"male",1,1,0,0,0,0,9,5,4,4,1,1,"employed",0,"right",2022,11
440560104,111308,582437,125,44,10,3,2,2,40,"female",1,1,0,0,0,0,9,5,3,3,8,1,"employed",0,"right",2022,7
430209101,111535,111800,30,43,8,5,3,3,46,"female",1,1,1,0,0,0,0,3,5,4,5,1,"employed",0,"right",2022,9
430442104,111732,680720,127,44,9,3,3,3,42,"female",1,1,1,0,0,0,1,1,4,4,6,2,"employed",0,"1",2022,8
430465104,111752,927628,32,43,3,3,3,2,38,"female",1,1,1,0,0,0,5,4,5,5,8,4,"out_of_labor_force",0,"right",2022,9
430509103,111790,438969,127,44,4,2,1,1,48,"male",1,1,1,0,0,0,2,4,5,5,4,4,"employed",0,"right",2022,8
430509104,111790,438969,127,44,13,4,1,1,46,"female",1,1,1,0,0,0,2,4,5,5,4,4,"employed",0,"right",2022,7
430509105,111790,438969,127,44,8,4,3,3,23,"female",1,1,1,0,0,0,2,4,5,7,4,4,"employed",0,"1",2022,7
430712105,111921,247117,127,44,6,4,3,3,42,"male",1,1,0,0,0,0,1,4,4,4,2,2,"employed",1,"right",2022,8
430712106,111921,247117,127,44,9,3,3,4,42,"female",1,1,0,0,0,0,1,4,7,7,2,2,"employed",0,"right",2022,8
441569106,111999,698460,2022,44,1,2,3,2,50,"female",1,1,1,0,0,0,4,1,6,6,1,1,"employed",0,"right",2022,8
441650104,1120651,383431,2020,44,0,2,1,1,29,"male",1,1,1,0,0,0,0,1,6,6,2,2,"employed",1,"right",2022,7
441650103,112065,394153,2021,44,6,2,2,3,31,"male",1,1,1,0,0,0,0,1,4,4,4,2,"employed",1,"right",2022,8
440675106,112526,214600,119,44,2,4,4,3,53,"female",1,1,1,0,0,0,0,3,5,5,5,1,"out_of_labor_force",0,"right",2022,7
450246103,112537,338475,6,45,6,2,3,3,44,"male",1,1,1,0,0,0,5,6,4,4,8,4,"employed",0,"right",2022,7
450246106,112537,338475,6,45,8,4,2,2,37,"female",1,1,1,0,0,0,5,6,4,4,2,2,"employed",0,"right",2022,10
112640551,112640,408143,2147,45,2,4,3,4,36,"male",1,1,1,1,0,0,1,4,7,7,3,1,"employed",1,"1",2022,7
450368103,112640,408143,2147,45,6,5,4,4,34,"female",1,1,1,1,0,0,1,4,6,7,4,4,"employed",0,"right",2022,8
441284104,113012,118562,1985,44,0,5,3,3,26,"male",1,1,1,0,0,0,3,2,4,4,4,4,"employed",1,"1",2022,5
510432101,113205,974676,43,51,6,2,2,3,33,"male",1,1,0,1,0,0,8,6,0,0,8,4,"employed",1,"right",2022,7
510432104,113205,974676,43,51,4,2,1,1,31,"female",1,1,0,1,0,0,8,6,0,0,3,3,"employed",0,"right",2022,7
441893104,113526,216200,123,44,14,3,3,3,43,"male",1,1,0,0,0,0,0,4,5,5,2,2,"employed",1,"right",2022,8
441966101,113604,216300,123,44,7,2,2,3,42,"female",1,1,1,0,0,0,1,5,4,4,5,1,"employed",0,"right",2022,9
441966102,113604,216300,123,44,1,4,4,4,43,"male",1,1,1,0,0,0,1,5,5,5,5,1,"employed",1,"right",2022,8
450171106,113798,959161,2150,45,8,3,4,3,37,"female",NA,1,1,0,0,0,4,6,4,4,1,1,"employed",0,"right",2022,7
114015602,114015,795720,26,52,12,4,3,2,31,"male",NA,NA,1,0,0,0,2,5,5,5,1,1,"unemployed",0,"right",2022,10
249775701,249775,795720,26,52,5,4,2,3,52,"male",NA,NA,1,0,0,0,2,5,NA,0,2,2,"employed",0,"right",2022,10
520504103,114015,795720,26,52,3,4,3,3,27,"female",1,1,1,0,0,0,2,5,6,6,7,3,"employed",0,"right",2022,10
114130553,114130,511271,19,53,1,1,1,1,27,"male",1,1,0,0,0,0,1,4,3,3,4,2,"employed",1,"right",2022,8
530360103,114403,511044,2650,53,6,3,2,2,31,"male",NA,NA,1,0,0,0,0,1,5,5,2,2,"employed",0,"right",2022,8
255183502,114614,984230,77,61,4,4,5,5,43,"male",1,1,1,0,0,0,3,4,5,5,3,3,"employed",0,"right",2022,5
610120103,610120,130700,76,61,0,4,4,3,37,"male",1,1,1,1,0,0,2,7,7,7,3,3,"employed",1,"right",2022,6
114900431,114900,210900,110,41,4,4,3,3,32,"female",1,1,0,0,0,0,5,4,4,4,2,2,"employed",0,"right",2022,7
410813106,114900,210900,110,41,7,3,3,3,35,"male",1,1,0,0,0,0,5,4,4,4,1,1,"employed",0,"right",2022,7
115057554,115057,343649,145,62,2,4,3,3,31,"male",1,1,0,0,0,0,4,7,5,5,2,1,"employed",1,"1",2022,10
620248104,115057,343649,145,62,2,4,3,1,31,"female",1,1,0,0,0,0,4,7,4,4,4,4,"out_of_labor_force",0,"right",2022,10
620452105,115223,258178,1856,43,5,4,4,4,26,"female",1,1,1,0,0,0,2,2,4,4,1,1,"employed",0,"right",2022,9
620512105,115276,641388,2417,65,9,4,5,1,26,"female",1,1,1,0,0,0,2,4,4,4,3,3,"employed",0,"right",2022,9
520197101,115395,795683,23,52,9,4,4,4,62,"male",1,1,0,0,0,0,4,9,3,3,7,3,"out_of_labor_force",1,"right",2022,11
520197102,115395,795683,23,52,6,5,3,2,59,"female",1,1,0,0,0,1,4,9,3,0,8,4,"employed",0,"right",2022,8
520197103,115395,795683,23,52,6,3,2,2,33,"male",1,1,0,0,0,0,4,9,4,4,7,3,"out_of_labor_force",1,"right",2022,10
520197105,115395,795683,23,52,12,4,3,3,30,"female",1,1,0,0,0,0,4,9,6,6,1,1,"employed",0,"right",2022,11
620880104,115565,540808,2886,62,2,4,3,3,36,"female",1,1,1,1,0,0,3,3,7,7,4,4,"employed",0,"right",2022,7
621273102,115905,220600,134,62,14,4,1,2,47,"male",1,1,0,0,0,0,2,4,5,5,3,1,"out_of_labor_force",1,"right",2022,9
115961501,115961,344255,2591,53,13,2,2,2,36,"female",1,1,1,0,0,0,2,3,3,3,1,1,"employed",0,"right",2022,6
530179103,115961,344255,2591,53,8,2,3,3,36,"male",1,1,1,1,0,0,2,3,4,4,8,4,"employed",1,"right",2022,6
621341102,115966,795578,141,62,8,3,3,4,41,"male",1,1,1,0,0,0,0,4,4,4,3,1,"employed",1,"right",2022,8
115986501,115986,414362,2625,53,7,3,3,3,32,"male",1,1,1,0,0,0,2,5,5,5,1,1,"employed",1,"right",2022,7
530207103,115986,414362,2625,53,8,2,3,3,30,"female",1,1,1,0,0,0,2,5,5,6,3,3,"employed",0,"right",2022,8
621574101,116140,796800,144,62,8,4,3,4,50,"male",1,1,0,0,0,0,2,6,0,0,6,2,"employed",1,"right",2022,9
621574102,116140,796800,144,62,7,4,5,5,48,"female",1,1,0,0,0,0,2,6,0,0,6,2,"employed",0,"right",2022,9
530387103,116178,981381,18,53,6,5,4,3,47,"male",1,1,1,1,0,1,1,4,3,3,8,4,"employed",1,"1",2022,6
530387105,116178,981381,18,53,2,5,4,4,45,"female",1,1,1,0,0,0,1,4,4,4,3,3,"employed",0,"1",2022,8
610241103,116553,567188,2007,44,15,3,1,1,36,"male",1,1,1,0,0,0,3,1,4,4,1,1,"employed",1,"1",2022,7
440781105,116587,721770,119,44,3,4,4,3,32,"male",1,1,1,0,0,0,4,5,5,6,2,2,"employed",1,"right",2022,6
440781107,116587,721770,119,44,8,4,3,3,29,"female",1,1,1,1,0,0,4,5,6,6,3,3,"employed",0,"1",2022,6
120096103,116939,132000,79,12,1,4,4,4,42,"male",1,1,0,0,0,0,1,4,5,5,2,2,"employed",1,"right",2022,6
120096104,116939,132000,79,12,3,2,2,2,41,"female",1,1,0,0,0,0,1,4,4,4,3,3,"employed",0,"right",2022,6
620404102,620404,989995,142,62,5,4,3,3,59,"male",1,1,0,0,0,0,2,5,6,6,1,1,"employed",1,"right",2022,11
620404103,620404,989995,142,62,4,5,4,4,56,"female",1,1,0,0,0,1,2,5,3,3,2,2,"employed",0,"right",2022,11
620457103,117163,990945,142,62,5,3,3,3,35,"male",1,1,1,1,0,0,2,4,4,4,7,3,"employed",1,"right",2022,10
620457431,117163,990945,142,62,5,4,3,2,31,"female",1,1,1,0,0,0,2,4,4,4,2,2,"employed",0,"right",2022,10
130649103,117517,462546,363,13,8,4,3,2,55,"male",1,1,1,0,0,1,3,4,4,4,7,3,"employed",1,"right",2022,9
130649104,117517,462546,363,13,9,2,4,3,56,"female",1,1,1,0,0,0,3,4,3,3,8,4,"employed",0,"right",2022,9
130649105,117517,462546,363,13,4,5,5,3,31,"male",1,1,1,1,0,0,3,4,4,4,7,3,"employed",1,"right",2022,9
130873102,117697,803280,48,13,6,2,1,1,38,"male",1,1,1,0,0,0,4,6,4,4,2,2,"employed",0,"1",2022,8
130873104,117697,803280,48,13,7,2,3,3,34,"female",1,1,1,0,0,0,4,6,0,0,6,2,"employed",0,"right",2022,8
140001103,117819,815874,8297,14,1,4,3,3,27,"female",1,1,0,0,0,0,0,1,6,6,7,3,"out_of_labor_force",0,"right",2022,8
140088104,117893,814293,8297,14,6,4,3,3,42,"male",1,1,0,0,0,0,2,1,4,4,3,3,"employed",1,"right",2022,7
140542101,118221,189129,72,14,10,2,2,3,55,"female",1,1,0,0,0,0,2,2,4,4,8,4,"unemployed",1,"right",2022,7
140542102,118221,189129,72,14,5,4,1,2,59,"male",1,1,0,0,0,1,2,2,4,4,8,4,"employed",1,"right",2022,7
118404501,118404,220500,134,62,2,4,4,4,38,"male",1,1,1,0,0,0,2,4,7,7,2,2,"employed",0,"right",2022,10
621700103,118404,220500,134,62,11,5,5,5,34,"female",1,1,1,0,0,0,2,4,7,7,1,1,"employed",0,"right",2022,10
140877103,118457,640336,175,11,1,4,2,2,46,"female",1,1,0,0,0,0,0,1,5,4,4,4,"employed",0,"1",2022,7
130657101,119227,453883,363,13,7,3,2,3,48,"female",1,1,1,0,0,0,0,3,5,5,2,2,"employed",0,"right",2022,8
